name,cond_bed,cond_bath,cond_rent,cond_amen,addr_pin,addr_longi,addr_lati
314 E White St_3b2b,3,2,1445,"Community Wi-Fi Available, On-Site Maintenance, Furnished Apartments, Elevator, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Refrigerator, Ceramic Tile Flooring, Balcony","314 E White St, Champaign, IL 61820",40.11465,-88.23375
,,,,,,,
314 E White St_3b2b,3,2,1445,"Community Wi-Fi Available, On-Site Maintenance, Furnished Apartments, Elevator, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Refrigerator, Ceramic Tile Flooring, Balcony","314 E White St, Champaign, IL 61820",40.11465,-88.23375
,,,,,,,
314 E White St_3b2b,3,2,1445,"Community Wi-Fi Available, On-Site Maintenance, Furnished Apartments, Elevator, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Refrigerator, Ceramic Tile Flooring, Balcony","314 E White St, Champaign, IL 61820",40.11465,-88.23375
,,,,,,,
314 E White St_3b2b,3,2,1445,"Community Wi-Fi Available, On-Site Maintenance, Furnished Apartments, Elevator, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Refrigerator, Ceramic Tile Flooring, Balcony","314 E White St, Champaign, IL 61820",40.11465,-88.23375
,,,,,,,
Park Place_2b2b,2,2,0,"Curbside Trash Pickup, Gated, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Alarm System, Wheelchair Accessible, Dishwasher, Garbage Disposal, Balcony, Patio","1117 Plymouth Dr, Champaign, IL 61821",40.08454,-88.26454
,,,,,,,
Park Place_2b2b,2,2,0,"Curbside Trash Pickup, Gated, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Alarm System, Wheelchair Accessible, Dishwasher, Garbage Disposal, Balcony, Patio","1117 Plymouth Dr, Champaign, IL 61821",40.08454,-88.26454
,,,,,,,
Loft 59_4b2.5b,4,2.5,1445,"Washer/Dryer, A/C, Wheelchair Accessible, Dishwasher, Garbage Disposal, Microwave, Balcony","59 E John St, Champaign, IL 61820",40.10879,-88.23919
,,,,,,,
204 S Fifth_3b2b,3,2,1445,"Controlled Access, Elevator, High Speed Internet, Wi-Fi, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Oven, Stove, Refrigerator, Ceramic Tile Flooring, Balcony","204 S 5th St, Champaign, IL 61820",40.11512,-88.23187
,,,,,,,
909-911 S 3rd St_5b2b,5,2,1980,,"909-911 S 3rd St, Champaign, IL 61820",40.10692,-88.23569
,,,,,,,
1103 Euclid St_5b2b,5,2,9000,"Self-Service Laundry, Washer/Dryer, Heating, Kitchen, Oven, Refrigerator","1103 Euclid St, Champaign, IL 61820",40.10484,-88.23489
,,,,,,,
1103 Euclid St_5b2b,5,2,9000,"Self-Service Laundry, Washer/Dryer, Heating, Kitchen, Oven, Refrigerator","1103 Euclid St, Champaign, IL 61820",40.10484,-88.23489
,,,,,,,
107 E Healey St_1b1b,1,1,1445,"Self-Service Laundry, Available 24/7, High Speed Internet, A/C, Heating, Smoke Free, Wired for Cable, Microwave, Oven, Refrigerator","107 E Healey St, Champaign, IL 61820",40.11118,-88.23776
,,,,,,,
105 S Wright St_4b2b,4,2,1980,"Available 24/7, Furnished Apartments, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Balcony","105 S Wright St, Champaign, IL 61820",40.11577,-88.2294
,,,,,,,
105 S Wright St_4b2b,4,2,1980,"Available 24/7, Furnished Apartments, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Balcony","105 S Wright St, Champaign, IL 61820",40.11577,-88.2294
,,,,,,,
105 S Wright St_4b2b,4,2,1980,"Available 24/7, Furnished Apartments, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Balcony","105 S Wright St, Champaign, IL 61820",40.11577,-88.2294
,,,,,,,
105 S Wright St_4b2b,4,2,1980,"Available 24/7, Furnished Apartments, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Balcony","105 S Wright St, Champaign, IL 61820",40.11577,-88.2294
,,,,,,,
105 S Wright St_4b2b,4,2,1980,"Available 24/7, Furnished Apartments, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Balcony","105 S Wright St, Champaign, IL 61820",40.11577,-88.2294
,,,,,,,
105 S Wright St_4b2b,4,2,1980,"Available 24/7, Furnished Apartments, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Balcony","105 S Wright St, Champaign, IL 61820",40.11577,-88.2294
,,,,,,,
105 S Wright St_4b2b,4,2,1980,"Available 24/7, Furnished Apartments, High Speed Internet, A/C, Heating, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Balcony","105 S Wright St, Champaign, IL 61820",40.11577,-88.2294
,,,,,,,
105 E John St_2b1b,2,1,1445,,"105 E John St, Champaign, IL 61820",40.10871,-88.23797
,,,,,,,
105 E John St_2b1b,2,1,1445,,"105 E John St, Champaign, IL 61820",40.10871,-88.23797
,,,,,,,
105 E John St_2b1b,2,1,1445,,"105 E John St, Champaign, IL 61820",40.10871,-88.23797
,,,,,,,
105 E John St_2b1b,2,1,1445,,"105 E John St, Champaign, IL 61820",40.10871,-88.23797
,,,,,,,
105 E John St_2b1b,2,1,1445,,"105 E John St, Champaign, IL 61820",40.10871,-88.23797
,,,,,,,
Country Brook Apartments_3b2.5b,3,2.5,0,"A/C, Heating, Wheelchair Accessible, Kitchen","2502 W Springfield Ave, Champaign, IL 61821",40.11365,-88.28775
,,,,,,,
Country Brook Apartments_3b2.5b,3,2.5,0,"A/C, Heating, Wheelchair Accessible, Kitchen","2502 W Springfield Ave, Champaign, IL 61821",40.11365,-88.28775
,,,,,,,
Country Brook Apartments_3b2.5b,3,2.5,0,"A/C, Heating, Wheelchair Accessible, Kitchen","2502 W Springfield Ave, Champaign, IL 61821",40.11365,-88.28775
,,,,,,,
Country Brook Apartments_3b2.5b,3,2.5,0,"A/C, Heating, Wheelchair Accessible, Kitchen","2502 W Springfield Ave, Champaign, IL 61821",40.11365,-88.28775
,,,,,,,
Country Brook Apartments_3b2.5b,3,2.5,0,"A/C, Heating, Wheelchair Accessible, Kitchen","2502 W Springfield Ave, Champaign, IL 61821",40.11365,-88.28775
,,,,,,,
202 E John St_6b2b,6,2,2995,,"202 E John St, Champaign, IL 61820",40.10937,-88.23669
,,,,,,,
202 E John St_6b2b,6,2,2995,,"202 E John St, Champaign, IL 61820",40.10937,-88.23669
,,,,,,,
The Avenue Court_1b1b,1,1,1445,"Washer/Dryer, A/C, Heating, Ceiling Fans, Dishwasher, Garbage Disposal, Kitchen","407 E University Ave, Champaign, IL 61820",40.11615,-88.23247
,,,,,,,
408 Springfield_4b2b,4,2,2995,"High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Microwave, Balcony","408 E Springfield Ave, Champaign, IL 61820",40.11287,-88.2329
,,,,,,,
408 Springfield_4b2b,4,2,2995,"High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Microwave, Balcony","408 E Springfield Ave, Champaign, IL 61820",40.11287,-88.2329
,,,,,,,
The Quarters_2b1b,2,1,1445,"Controlled Access, Elevator, Wi-Fi, Washer/Dryer, A/C, Heating, Smoke Free, Wheelchair Accessible, Dishwasher, Kitchen","7 E Columbia Ave, Champaign, IL 61820",40.12092,-88.24279
,,,,,,,
54 E John St_5b1b,5,1,2995,,"54 E John St, Champaign, IL 61820",40.10918,-88.23947
,,,,,,,
54 E John St_5b1b,5,1,2995,,"54 E John St, Champaign, IL 61820",40.10918,-88.23947
,,,,,,,
54 E John St_5b1b,5,1,2995,,"54 E John St, Champaign, IL 61820",40.10918,-88.23947
,,,,,,,
54 E John St_5b1b,5,1,2995,,"54 E John St, Champaign, IL 61820",40.10918,-88.23947
,,,,,,,
Green Street Apartments_2b1b,2,1,1445,,"506-508 W Green St, Champaign, IL 61820",40.1104,-88.25102
,,,,,,,
Inman Place_2b1b,2,1,1980,"Self-Service Laundry, Available 24/7, Fitness Center","17 E University Ave, Champaign, IL 61820",40.11602,-88.24242
,,,,,,,
Inman Place_2b1b,2,1,1980,"Self-Service Laundry, Available 24/7, Fitness Center","17 E University Ave, Champaign, IL 61820",40.11602,-88.24242
,,,,,,,
The Suites at Third_4b4b,4,4,1980,"Controlled Access, On-Site Property Manager, Video Patrol, Furnished Apartments, Elevator, Business Center, Clubhouse, Flex Space, Courtyard, Fitness Center, Cardio Machines, Bicycle Storage, Washer/Dryer, Washer/Dryer Hookup, Heating, Ceiling Fans, Wired for Cable, Bathtub/Shower, Dishwasher, Garbage Disposal, Ice Machine, Kitchen, Microwave, Oven, Stove, Refrigerator, Wood Flooring, Walk-In Closets","302 E John St, Champaign, IL 61820",40.10938,-88.23611
,,,,,,,
203 S 4th St_4b3b,4,3,2995,"Controlled Access, A/C, Ceiling Fans, Intercom System, Wheelchair Accessible, Dishwasher, Microwave","203 S 4th St, Champaign, IL 61820",40.11507,-88.23376
,,,,,,,
501 E University Ave_3b2b,3,2,1445,"On-Site Shopping, Fitness Center, Washer/Dryer, Dishwasher, Granite Counters, Stainless Steel Appliances, Microwave","501 E University Ave, Champaign, IL 61820",40.11606,-88.23182
,,,,,,,
Providence at Sycamore Hills_3b2b,3,2,0,"Business Center, Clubhouse, Fitness Center, Washer/Dryer, A/C, Heating, Ceiling Fans, Bathtub/Shower, Dishwasher, Kitchen, Oven, Refrigerator, Carpeting, Dining Area, Walk-In Closets","1301 N McKinley Ave, Champaign, IL 61821",40.12808,-88.26303
,,,,,,,
212 E White St_2b1b,2,1,1445,"Self-Service Laundry, Furnished Apartments, A/C, Microwave","212 E White St, Champaign, IL 61820",40.11467,-88.23565
,,,,,,,
212 E White St_2b1b,2,1,1445,"Self-Service Laundry, Furnished Apartments, A/C, Microwave","212 E White St, Champaign, IL 61820",40.11467,-88.23565
,,,,,,,
212 E White St_2b1b,2,1,1445,"Self-Service Laundry, Furnished Apartments, A/C, Microwave","212 E White St, Champaign, IL 61820",40.11467,-88.23565
,,,,,,,
212 E White St_2b1b,2,1,1445,"Self-Service Laundry, Furnished Apartments, A/C, Microwave","212 E White St, Champaign, IL 61820",40.11467,-88.23565
,,,,,,,
608 E White St_3b1.5b,3,1.5,1980,"Self-Service Laundry, A/C, Dishwasher, Microwave, Balcony, Patio","608 E White St, Champaign, IL 61820",40.11471,-88.22948
,,,,,,,
608 E Chalmers St_4b1b,4,1,1445,"Self-Service Laundry, Furnished Apartments, A/C, Dishwasher, Microwave, Bay Window, Balcony, Patio","608 E Chalmers St, Champaign, IL 61820",40.10715,-88.2296
,,,,,,,
404 E Clark St_3b1b,3,1,2995,"Self-Service Laundry, A/C, Dishwasher, Kitchen, Microwave, Stove, Refrigerator, Balcony, Patio","404 E Clark St, Champaign, IL 61820",40.11564,-88.23304
,,,,,,,
404 E Clark St_3b1b,3,1,2995,"Self-Service Laundry, A/C, Dishwasher, Kitchen, Microwave, Stove, Refrigerator, Balcony, Patio","404 E Clark St, Champaign, IL 61820",40.11564,-88.23304
,,,,,,,
505 South First_4b2b,4,2,1980,"On-Site Maintenance, Washer/Dryer, A/C, Ceiling Fans, Dishwasher, Refrigerator","505 S 1st St, Champaign, IL 61820",40.11179,-88.23893
,,,,,,,
103 E Chalmers St_4b2b,4,2,1980,"Kitchen, Stove, Refrigerator","103 E Chalmers St, Champaign, IL 61820",40.1062,-88.23821
,,,,,,,
301 E Chalmers_4b2b,4,2,1445,"Washer/Dryer, A/C, Dishwasher, Kitchen, Microwave, Stove, Refrigerator, Balcony, Patio","301 E Chalmers St, Champaign, IL 61820",40.10632,-88.23511
,,,,,,,
301 E Chalmers_4b2b,4,2,1445,"Washer/Dryer, A/C, Dishwasher, Kitchen, Microwave, Stove, Refrigerator, Balcony, Patio","301 E Chalmers St, Champaign, IL 61820",40.10632,-88.23511
,,,,,,,
301 E Chalmers_4b2b,4,2,1445,"Washer/Dryer, A/C, Dishwasher, Kitchen, Microwave, Stove, Refrigerator, Balcony, Patio","301 E Chalmers St, Champaign, IL 61820",40.10632,-88.23511
,,,,,,,
510 E White St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave","510 E White St, Champaign, IL 61820",40.11469,-88.23092
,,,,,,,
510 E White St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave","510 E White St, Champaign, IL 61820",40.11469,-88.23092
,,,,,,,
510 E White St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave","510 E White St, Champaign, IL 61820",40.11469,-88.23092
,,,,,,,
510 E White St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave","510 E White St, Champaign, IL 61820",40.11469,-88.23092
,,,,,,,
510 E White St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave","510 E White St, Champaign, IL 61820",40.11469,-88.23092
,,,,,,,
510 E White St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave","510 E White St, Champaign, IL 61820",40.11469,-88.23092
,,,,,,,
510 E White St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave","510 E White St, Champaign, IL 61820",40.11469,-88.23092
,,,,,,,
510 E White St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave","510 E White St, Champaign, IL 61820",40.11469,-88.23092
,,,,,,,
312 E White St_3b2b,3,2,1980,"2 Blocks from UIUC Engineering Campus, 24 Hour Emergency Maintenance, Close to grocery shopping, Flat Screen TV, Granite Countertops, Modern Furniture package, Secure entry, Stainless Appliances, Elevator, Washer/Dryer","312 E White St, Champaign, IL 61820",40.11466,-88.234
,,,,,,,
312 E White St_3b2b,3,2,1980,"2 Blocks from UIUC Engineering Campus, 24 Hour Emergency Maintenance, Close to grocery shopping, Flat Screen TV, Granite Countertops, Modern Furniture package, Secure entry, Stainless Appliances, Elevator, Washer/Dryer","312 E White St, Champaign, IL 61820",40.11466,-88.234
,,,,,,,
312 E White St_3b2b,3,2,1980,"2 Blocks from UIUC Engineering Campus, 24 Hour Emergency Maintenance, Close to grocery shopping, Flat Screen TV, Granite Countertops, Modern Furniture package, Secure entry, Stainless Appliances, Elevator, Washer/Dryer","312 E White St, Champaign, IL 61820",40.11466,-88.234
,,,,,,,
308 E Armory Ave_4b2b,4,2,2995,"Self-Service Laundry, Curbside Trash Pickup, Recycling Program, High Speed Internet, Washer/Dryer, Heating, Smoke Free","308 E Armory Ave, Champaign, IL 61820",40.10567,-88.23433
,,,,,,,
308 E Armory Ave_4b2b,4,2,2995,"Self-Service Laundry, Curbside Trash Pickup, Recycling Program, High Speed Internet, Washer/Dryer, Heating, Smoke Free","308 E Armory Ave, Champaign, IL 61820",40.10567,-88.23433
,,,,,,,
308 E Armory Ave_4b2b,4,2,2995,"Self-Service Laundry, Curbside Trash Pickup, Recycling Program, High Speed Internet, Washer/Dryer, Heating, Smoke Free","308 E Armory Ave, Champaign, IL 61820",40.10567,-88.23433
,,,,,,,
308 E Armory Ave_4b2b,4,2,2995,"Self-Service Laundry, Curbside Trash Pickup, Recycling Program, High Speed Internet, Washer/Dryer, Heating, Smoke Free","308 E Armory Ave, Champaign, IL 61820",40.10567,-88.23433
,,,,,,,
Oakwood Trace_3b1.5b,3,1.5,1445,"On-Site Maintenance, Curbside Trash Pickup, Front Door Trash Pickup, Clubhouse, Flex Space, Courtyard, Playground, High Speed Internet, Washer/Dryer Hookup, A/C, Smoke Free, Wired for Cable, Wheelchair Accessible, Dishwasher, Room with Views, Balcony, Patio","1121 Red Oak Ct, Champaign, IL 61820",40.12634,-88.23484
,,,,,,,
Oakwood Trace_3b1.5b,3,1.5,1445,"On-Site Maintenance, Curbside Trash Pickup, Front Door Trash Pickup, Clubhouse, Flex Space, Courtyard, Playground, High Speed Internet, Washer/Dryer Hookup, A/C, Smoke Free, Wired for Cable, Wheelchair Accessible, Dishwasher, Room with Views, Balcony, Patio","1121 Red Oak Ct, Champaign, IL 61820",40.12634,-88.23484
,,,,,,,
Oakwood Trace_3b1.5b,3,1.5,1445,"On-Site Maintenance, Curbside Trash Pickup, Front Door Trash Pickup, Clubhouse, Flex Space, Courtyard, Playground, High Speed Internet, Washer/Dryer Hookup, A/C, Smoke Free, Wired for Cable, Wheelchair Accessible, Dishwasher, Room with Views, Balcony, Patio","1121 Red Oak Ct, Champaign, IL 61820",40.12634,-88.23484
,,,,,,,
607 W University_1b1b,1,1,1445,,"607 W University, Champaign, IL 61820",40.11604,-88.25275
,,,,,,,
Illini Tower_4b2b,4,2,2995,"2 Flat Screen Televisions, 24 hr. game room, Flexible dining options, Free Wi-Fi, Group study table with projector screen, Laundry View service with smart text and online notification capabilities, Media and gaming lounges on every floor, Moveable study lounge walls to customize your study sessions, Offering the best food on campus, On-site movie screening room (seats 24), Ping Pong Table, Pool Table, Quick check kiosks in lobby, Quiet music room to play the piano or another instrument, Shuffle Board, Student printer, Study cubes, Study lounge with PCs and Macs, Wide variety of food options including a salad bar, Cable TV included, Free WiFi access, Package Service, Self-Service Laundry, Controlled Access, On-Site Maintenance, On-Site Property Manager, Door Attendant, Furnished Apartments, Housekeeping, Elevator, Lounge, Sundeck, BBQ Grill, Fitness Center, Free Weight Equipment, Swimming Pool, Activity Center, Theater/Media Center, Wi-Fi, A/C, Heating, Wired for Cable, Double Vanities, Bathtub/Shower, Wheelchair Accessible, Garbage Disposal, Dine-In Kitchen, Microwave, Stove, Refrigerator, Carpeting, Ceramic Tile Flooring, Vinyl Flooring, Walk-In Closets, Window Coverings, Balcony","409 E Chalmers St, Champaign, IL 61820",40.10646,-88.23243
,,,,,,,
Illini Tower_4b2b,4,2,2995,"2 Flat Screen Televisions, 24 hr. game room, Flexible dining options, Free Wi-Fi, Group study table with projector screen, Laundry View service with smart text and online notification capabilities, Media and gaming lounges on every floor, Moveable study lounge walls to customize your study sessions, Offering the best food on campus, On-site movie screening room (seats 24), Ping Pong Table, Pool Table, Quick check kiosks in lobby, Quiet music room to play the piano or another instrument, Shuffle Board, Student printer, Study cubes, Study lounge with PCs and Macs, Wide variety of food options including a salad bar, Cable TV included, Free WiFi access, Package Service, Self-Service Laundry, Controlled Access, On-Site Maintenance, On-Site Property Manager, Door Attendant, Furnished Apartments, Housekeeping, Elevator, Lounge, Sundeck, BBQ Grill, Fitness Center, Free Weight Equipment, Swimming Pool, Activity Center, Theater/Media Center, Wi-Fi, A/C, Heating, Wired for Cable, Double Vanities, Bathtub/Shower, Wheelchair Accessible, Garbage Disposal, Dine-In Kitchen, Microwave, Stove, Refrigerator, Carpeting, Ceramic Tile Flooring, Vinyl Flooring, Walk-In Closets, Window Coverings, Balcony","409 E Chalmers St, Champaign, IL 61820",40.10646,-88.23243
,,,,,,,
Illini Tower_4b2b,4,2,2995,"2 Flat Screen Televisions, 24 hr. game room, Flexible dining options, Free Wi-Fi, Group study table with projector screen, Laundry View service with smart text and online notification capabilities, Media and gaming lounges on every floor, Moveable study lounge walls to customize your study sessions, Offering the best food on campus, On-site movie screening room (seats 24), Ping Pong Table, Pool Table, Quick check kiosks in lobby, Quiet music room to play the piano or another instrument, Shuffle Board, Student printer, Study cubes, Study lounge with PCs and Macs, Wide variety of food options including a salad bar, Cable TV included, Free WiFi access, Package Service, Self-Service Laundry, Controlled Access, On-Site Maintenance, On-Site Property Manager, Door Attendant, Furnished Apartments, Housekeeping, Elevator, Lounge, Sundeck, BBQ Grill, Fitness Center, Free Weight Equipment, Swimming Pool, Activity Center, Theater/Media Center, Wi-Fi, A/C, Heating, Wired for Cable, Double Vanities, Bathtub/Shower, Wheelchair Accessible, Garbage Disposal, Dine-In Kitchen, Microwave, Stove, Refrigerator, Carpeting, Ceramic Tile Flooring, Vinyl Flooring, Walk-In Closets, Window Coverings, Balcony","409 E Chalmers St, Champaign, IL 61820",40.10646,-88.23243
,,,,,,,
Illini Tower_4b2b,4,2,2995,"2 Flat Screen Televisions, 24 hr. game room, Flexible dining options, Free Wi-Fi, Group study table with projector screen, Laundry View service with smart text and online notification capabilities, Media and gaming lounges on every floor, Moveable study lounge walls to customize your study sessions, Offering the best food on campus, On-site movie screening room (seats 24), Ping Pong Table, Pool Table, Quick check kiosks in lobby, Quiet music room to play the piano or another instrument, Shuffle Board, Student printer, Study cubes, Study lounge with PCs and Macs, Wide variety of food options including a salad bar, Cable TV included, Free WiFi access, Package Service, Self-Service Laundry, Controlled Access, On-Site Maintenance, On-Site Property Manager, Door Attendant, Furnished Apartments, Housekeeping, Elevator, Lounge, Sundeck, BBQ Grill, Fitness Center, Free Weight Equipment, Swimming Pool, Activity Center, Theater/Media Center, Wi-Fi, A/C, Heating, Wired for Cable, Double Vanities, Bathtub/Shower, Wheelchair Accessible, Garbage Disposal, Dine-In Kitchen, Microwave, Stove, Refrigerator, Carpeting, Ceramic Tile Flooring, Vinyl Flooring, Walk-In Closets, Window Coverings, Balcony","409 E Chalmers St, Champaign, IL 61820",40.10646,-88.23243
,,,,,,,
UIUC Campustown - 305 E Green_4b2b,4,2,2995,,"305 E Green St, Champaign, IL 61820",40.11055,-88.23515
,,,,,,,
Bankier Apartments_4b2b,4,2,0,"Self-Service Laundry, Clubhouse, Sundeck, Fitness Center, Swimming Pool","509 W Green St, Champaign, IL 61820",40.11011,-88.23087
,,,,,,,
615 W Kirby Ave_4b2b,4,2,0,"High Speed Internet, Washer/Dryer, A/C, Smoke Free","615 W Kirby Ave, Champaign, IL 61820",40.09692,-88.25076
,,,,,,,
615 W Kirby Ave_4b2b,4,2,0,"High Speed Internet, Washer/Dryer, A/C, Smoke Free","615 W Kirby Ave, Champaign, IL 61820",40.09692,-88.25076
,,,,,,,
Eden Supportive Living_3b1b,3,1,0,,"222 N State St, Champaign, IL 61820",40.11781,-88.24657
,,,,,,,
Eden Supportive Living_3b1b,3,1,0,,"222 N State St, Champaign, IL 61820",40.11781,-88.24657
,,,,,,,
805 S Locust St_4b2b,4,2,0,,"805 S Locust St, Champaign, IL 61820",40.10879,-88.24084
,,,,,,,
805 S Locust St_4b2b,4,2,0,,"805 S Locust St, Champaign, IL 61820",40.10879,-88.24084
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
310 E John St_4b2b,4,2,9000,"Controlled Access, On-Site Property Manager, Business Center, Lounge, Flex Space, Café, BBQ Grill, Fitness Center, Spa, Swimming Pool, Basketball Court, Washer/Dryer, Stainless Steel Appliances, Kitchen, Carpeting, Ceramic Tile Flooring","310 E John St, Champaign, IL 61820",40.10944,-88.23389
,,,,,,,
512 E Clark St_1b1b,1,1,1445,"Washer/Dryer, A/C, Heating, Microwave, Oven, Stove, Carpeting","512 E Clark St, Champaign, IL 61820",40.11562,-88.23068
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
705 S 1st St_4b2b,4,2,1980,,"705 S 1st St, Champaign, IL 61820",40.10963,-88.23907
,,,,,,,
