name,apt_rating,apt_contact,apt_image,cond_bed,cond_bath,cond_rent,cond_amen,name,addr_pin,addr_longi,addr_lati
1605 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/mrXj98CmoCXL-Q0i0RoEm5G3djZ9Tt8S90kToaCZY9I/117/1605-valley-rd-champaign-il-primary-photo.jpg,2,1,750,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Wood Flooring",1605 Valley Rd_2b1b,"1605 Valley Rd, Champaign, IL 61820",40.09792,-88.24954
1723 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/n2ysDo6toQA33fKD2mkR_1ynz07Lx1y6ib3-YGKid5o/117/1723-valley-rd-champaign-il-primary-photo.jpg,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1723 Valley Rd_2b1b,"1723 Valley Rd, Champaign, IL 61820",40.09665,-88.2494
1811 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/wCzDlxuYSqxJ8IMQ2kIrRGXgYey9WATkpSNYs3z5Row/117/1811-valley-rd-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher",1811 Valley Rd_2b1b,"1811 Valley Rd, Champaign, IL 61820",40.09567,-88.24939
1811 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/-GNpVqVi7QWftbBdgqawet6oriQZnEO0bvMyArQxsUo/117/1811-valley-rd-champaign-il-primary-photo.jpg,2,1,850,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool",1811 Valley Rd_2b1b,"1811 Valley Rd, Champaign, IL 61820",40.09567,-88.24939
1611 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/ecALoc_qdY1DFTCLXtpfkZEvBGelF_d4mpHu3oTeKBU/117/1611-valley-rd-champaign-il-primary-photo.jpg,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1611 Valley Rd_2b1b,"1611 Valley Rd, Champaign, IL 61820",40.09787,-88.24952
1733 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/P-sQn5L8l1xZb_pzsBzcaOGVL1j5Ij9fKLsc4bD7zfE/117/1733-valley-rd-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Dishwasher, Stove, Refrigerator",1733 Valley Rd_2b1b,"1733 Valley Rd, Champaign, IL 61820",40.09654,-88.2494
1831 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/HK69TcHWZVSlhk-XPzqICPDInZm_FMT7Cq8axOtwvdw/117/1831-valley-rd-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Dishwasher, Stove, Refrigerator",1831 Valley Rd_2b1b,"1831 Valley Rd, Champaign, IL 61820",40.09545,-88.24939
1733 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/DGOtmoqCSRbOZIIKEgBtqLvrdfxrW_i8SuqGSumeGoc/117/1733-valley-rd-champaign-il-primary-photo.jpg,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher",1733 Valley Rd_2b1b,"1733 Valley Rd, Champaign, IL 61820",40.09654,-88.2494
1626 Valley Rd_2b1.5b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/NHfNTjTBkO5stBlw25dJ67CrLnshG8-EWEezHVCN-Zs/117/1626-valley-rd-champaign-il-primary-photo.jpg,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool",1626 Valley Rd_2b1.5b,"1626 Valley Rd, Champaign, IL 61820",40.09772,-88.24935
1676 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/0xQk9iCm5tLDAUOhFkTBovRDWZeRIkQjxjdUvmzEonE/117/1676-valley-rd-champaign-il-primary-photo.jpg,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard",1676 Valley Rd_2b1.5b,"1676 Valley Rd, Champaign, IL 61820",40.09716,-88.24929
1603 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/Ar3JuavZtUzNoWnaD_cGDCaHiAUGtOetWVS8yUOl24I/117/1603-valley-rd-champaign-il-primary-photo.jpg,2,1,750,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1603 Valley Rd_2b1b,"1603 Valley Rd, Champaign, IL 61820",40.09794,-88.24956
1823 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/vIFhPGZr1_FWeExEhG6q4ODIcKtQWAaSttY47BvSe2I/117/1823-valley-rd-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1823 Valley Rd_2b1b,"1823 Valley Rd, Champaign, IL 61820",40.09554,-88.24939
1703 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/-Alz4rsdkPMqp3aiURAC0HP-bDd6mfssljttOwCCoMc/117/1703-valley-rd-champaign-il-primary-photo.jpg,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1703 Valley Rd_2b1b,"1703 Valley Rd, Champaign, IL 61820",40.09687,-88.2494
1622 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/cqnbHuee1xBADbkmI2OLr63CTTaCnAjL1VtrzDideDM/117/1622-valley-rd-champaign-il-primary-photo.jpg,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard",1622 Valley Rd_2b1.5b,"1622 Valley Rd, Champaign, IL 61820",40.09776,-88.24937
1609 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/wHZEBEp4X8DTAGEuEvFfoBhD4FRsJLHkWL8trY2hRKg/117/1609-valley-rd-champaign-il-primary-photo.jpg,2,1,700,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Stove, Refrigerator",1609 Valley Rd_2b1b,"1609 Valley Rd, Champaign, IL 61820",40.09789,-88.24953
1720 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/j9OexjNB2wKA8msEwExNkIiwGauiqqZwm9DrbZAArAE/117/1720-valley-rd-champaign-il-primary-photo.jpg,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Microwave, Refrigerator, Yard",1720 Valley Rd_2b1.5b,"1720 Valley Rd, Champaign, IL 61820",40.09667,-88.24928
1605 Valley Rd_2b1b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/O0MBjjzGGir_IcSU7XDI9p-8iiwGH18jY0WWkRB6DkM/117/1605-valley-rd-champaign-il-primary-photo.jpg,2,1,775,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1605 Valley Rd_2b1b,"1605 Valley Rd, Champaign, IL 61820",40.09792,-88.24954
1735 Valley Rd_2b1b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/jF7uRbKN5RXBf05RnLNdAvDeyWntuAVd-_atmDNAuA4/117/1735-valley-rd-champaign-il-primary-photo.jpg,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool",1735 Valley Rd_2b1b,"1735 Valley Rd, Champaign, IL 61820",40.09651,-88.2494
1650 Valley Rd_2b1.5b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/-kbpozgUCj8KcphQ5yRtAKnzc-qgcLC-kuqhjV8gzNE/117/1650-valley-rd-champaign-il-primary-photo.jpg,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Wired for Cable, Stove, Refrigerator, Yard",1650 Valley Rd_2b1.5b,"1650 Valley Rd, Champaign, IL 61820",40.09745,-88.2493
1609 Valley Rd_2b1b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/yfQ-kas8i_nmCQob7PdZtCrC27AHntguT-FFWNcTcHY/117/1609-valley-rd-champaign-il-primary-photo.jpg,2,1,775,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1609 Valley Rd_2b1b,"1609 Valley Rd, Champaign, IL 61820",40.09789,-88.24953
1613 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/qtJFQkl60i1uQQviKsMY3HtsSPS7gFTnnn4qqHrZydU/117/1613-valley-rd-champaign-il-primary-photo.jpg,2,1,725,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool",1613 Valley Rd_2b1b,"1613 Valley Rd, Champaign, IL 61820",40.09785,-88.24952
1718 Valley Rd_2b1.5b,0,(217) 356-4012,https://image1.apartmentfinder.com/i2/e0to06WYOg6bvdSVs6odZukfot0dcHiwdfqiEQsm7n8/117/1718-valley-rd-champaign-il-primary-photo.jpg,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, Refrigerator, Yard",1718 Valley Rd_2b1.5b,"1718 Valley Rd, Champaign, IL 61820",40.09669,-88.24928
1656 Valley Rd_2b1.5b,0,(217) 356-4012,https://image2.apartmentfinder.com/i2/N4UdP9uD0dE1qKQSmv010GvnYRkobmCi-kU646v2SXw/117/1656-valley-rd-champaign-il-primary-photo.jpg,2,1.5,875,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool",1656 Valley Rd_2b1.5b,"1656 Valley Rd, Champaign, IL 61820",40.09738,-88.24929
1732 Valley Rd_2b1.5b,0,(217) 356-4012,https://image3.apartmentfinder.com/i2/J6tfMmgTTaUL7B3FLmiHR-V6Y6aB7y-iufkTrkfLfXk/117/1732-valley-rd-champaign-il-primary-photo.jpg,2,1.5,900,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Washer/Dryer Hookup, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard",1732 Valley Rd_2b1.5b,"1732 Valley Rd, Champaign, IL 61820",40.09654,-88.24928
1711 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/zDOkH1G9e86o2KCmq3cUN5RD3aH3pXot4F0mbgq4W-s/117/1711-valley-rd-champaign-il-primary-photo.jpg,2,1,800,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, Dishwasher",1711 Valley Rd_2b1b,"1711 Valley Rd, Champaign, IL 61820",40.09678,-88.2494
1701 Valley Rd_2b1b,0,(217) 356-4012,https://image4.apartmentfinder.com/i2/ZXusupfG1x3lQo94dzQ1GrufH2vY62oIi76DX9295MI/117/1701-valley-rd-champaign-il-primary-photo.jpg,2,1,825,"Self-Service Laundry, Extra Storage, Fitness Center, Swimming Pool, A/C, Wired for Cable, Dishwasher, Stove, Refrigerator",1701 Valley Rd_2b1b,"1701 Valley Rd, Champaign, IL 61820",40.09689,-88.2494
56 E Healey St_1b1b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/Uj63v78PNO05H6Etoq04fBMBiohYelX3Aw-9awYwjk0/117/56-e-healey-st-champaign-il-primary-photo.jpg,1,1,615,"A/C, Furnished",56 E Healey St_1b1b,"56 E Healey St, Champaign, IL 61820",40.11176,-88.23931
308 1/2 E Clark St_4b2.5b,0,(217) 356-8750,https://image3.apartmentfinder.com/i2/Ht2FkO9UmUr3hVPvvMxiI_CF6svU4Ko3yQpqgzs201Q/117/308-12-e-clark-st-champaign-il-primary-photo.png,4,2.5,750,"Washer/Dryer, A/C, Dishwasher, Furnished",308 1/2 E Clark St_4b2.5b,"308 1/2 E Clark St, Champaign, IL 61820",40.11565,-88.23439
305 E White St_3b1b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/ok-T34ByT9IYDcp3x5zirP_ptC19FH65ciqRlI78GQE/117/305-e-white-st-champaign-il-primary-photo.jpg,3,1,317,"A/C, Dishwasher, Furnished",305 E White St_3b1b,"305 E White St, Champaign, IL 61820",40.11414,-88.23469
308 1/2 E Clark St_8b5b,0,(217) 356-8750,https://image2.apartmentfinder.com/i2/Zm7FJhR7Po7mt0DAU3IvdiPwwXaFUfqpo23yy5WS5JY/117/308-12-e-clark-st-champaign-il-primary-photo.png,8,5,750,"Washer/Dryer, A/C, Dishwasher, Furnished",308 1/2 E Clark St_8b5b,"308 1/2 E Clark St, Champaign, IL 61820",40.11565,-88.23439
2600 W John St_3b2b,0,(217) 384-8001,https://image4.apartmentfinder.com/i2/IWFej3FIBKnLCIozLGtkSU9_nc-h29ph_DgQNnJ5o-Y/117/2600-w-john-st-champaign-il-primary-photo.jpg,3,2,1300,A/C,2600 W John St_3b2b,"2600 W John St, Champaign, IL 61821",40.10985,-88.2891
1507 Harrington Dr_3b2b,0,(217) 693-5676,https://image2.apartmentfinder.com/i2/my-3YuQkPF0WhqCe47FoidILbUvFjCZxevI1DtDJbwM/117/1507-harrington-dr-champaign-il-primary-photo.jpg,3,2,1350,"A/C, Dishwasher",1507 Harrington Dr_3b2b,"1507 Harrington Dr, Champaign, IL 61821",40.0867,-88.27023
2001 S Mattis Ave_2b1b,0,(217) 649-9444,https://image4.apartmentfinder.com/i2/QEl9LjNr7uGC3XveOLbod-mdlSBFxwnkao3RT1CKcwU/117/2001-s-mattis-ave-champaign-il-primary-photo.jpg,2,1,760,"A/C, Dishwasher",2001 S Mattis Ave_2b1b,"2001 S Mattis Ave, Champaign, IL 61821",40.09054,-88.2769
1807 Lynwood_2b1b,0,(217) 384-8001,https://image3.apartmentfinder.com/i2/Evg3B9BjI8yyzPPJHP-hoAy5crL0CsVurw_xoJK3m7A/117/1807-lynwood-dr-champaign-il-primary-photo.jpg,2,1,800,"Washer/Dryer, A/C",1807 Lynwood_2b1b,"1807 Lynwood Dr, Champaign, IL 61821",40.09349,-88.26028
305 S Prairie St_4b2b,0,(217) 384-8001,https://image4.apartmentfinder.com/i2/Sm1HA4NKooEqjWH1HKieLUVdhbdhCHHlkN6MI5CyLi8/117/305-s-prairie-st-champaign-il-primary-photo.jpg,4,2,1525,"Washer/Dryer, Dishwasher",305 S Prairie St_4b2b,"305 S Prairie St, Champaign, IL 61820",40.11381,-88.2488
310 W Washington St_2b1b,0,(217) 384-8001,https://image3.apartmentfinder.com/i2/84vLC2Bd-NY1frBQk_yf-ASScCpzWhqWpRTET5oxrx4/117/310-w-washington-st-champaign-il-primary-photo.jpg,2,1,745,A/C,310 W Washington St_2b1b,"310 W Washington St, Champaign, IL 61820",40.12047,-88.24801
811 Ventura Rd_3b2b,0,(217) 384-8001,https://image1.apartmentfinder.com/i2/9A-epbQQlWQi555yTKgNbCDHXbwlDKzxweGC5t1T3ng/117/811-ventura-rd-champaign-il-primary-photo.jpg,3,2,1225,"A/C, Dishwasher",811 Ventura Rd_3b2b,"811 Ventura Rd, Champaign, IL 61820",40.09652,-88.25706
210 Brookwood Dr_2b1b,0,(217) 352-5509,https://image3.apartmentfinder.com/i2/CnEpdFOffCRRgB9zukiX8id97lHpIsmZ1TmVgLPCk9w/117/210-brookwood-dr-champaign-il-primary-photo.jpg,2,1,750,"Washer/Dryer Hookup, Wired for Cable, Stove, Refrigerator, Wood Flooring, Yard",210 Brookwood Dr_2b1b,"210 Brookwood Dr, Champaign, IL 61820",40.13066,-88.24607
5 Villard Ct_2b1b,0,(217) 419-7831,https://image4.apartmentfinder.com/i2/ZGJPcYSsUwJdRA54FE0hPc42eI0SULqkztOECH3P3Vs/117/5-villard-ct-champaign-il-primary-photo.jpg,2,1,725,"Washer/Dryer Hookup, A/C, Wood Flooring",5 Villard Ct_2b1b,"5 Villard Ct, Champaign, IL 61820",40.10836,-88.24568
407 W White_2b1b,0,(217) 384-8001,https://image2.apartmentfinder.com/i2/Y-TWtPz8Km0lRoZDX2tZVOoitS8FAcgYP9ii5uETlJA/117/407-w-white-st-champaign-il-primary-photo.jpg,2,1,750,"A/C, Dishwasher",407 W White_2b1b,"407 W White St, Champaign, IL 61820",40.11382,-88.24939
301 S Garfield Ave_3b1b,0,(217) 352-5509,https://image2.apartmentfinder.com/i2/EcJ55zjrseevW5uUnXcBVBuk1wqf_2-1PuJt2J8QNVw/117/301-s-garfield-ave-champaign-il-primary-photo.jpg,3,1,850,"Self-Service Laundry, Wired for Cable, Stove, Refrigerator",301 S Garfield Ave_3b1b,"301 S Garfield Ave, Champaign, IL 61821",40.11437,-88.26947
1212 Centennial Dr_3b1b,0,(217) 352-5509,https://image1.apartmentfinder.com/i2/nXQxd6UNpXLh2Hozx-3ef2HRhqt-uT6Jcd1z2gGljbs/117/1212-centennial-dr-champaign-il-primary-photo.jpg,3,1,820,"A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard",1212 Centennial Dr_3b1b,"1212 Centennial Dr, Champaign, IL 61821",40.10177,-88.29052
906 N Willis Ave_3b1b,0,(217) 352-5509,https://image1.apartmentfinder.com/i2/GsD2IvbhUD5G-RN9YxQxZJMSMdufTHs8BqvrmTdji5Y/117/906-n-willis-ave-champaign-il-primary-photo.jpg,3,1,895,"Washer/Dryer Hookup, Stove, Refrigerator, Wood Flooring",906 N Willis Ave_3b1b,"906 N Willis Ave, Champaign, IL 61821",40.12505,-88.25984
303 S 5th St_4b4b,5,(217) 383-0919,https://image1.apartmentfinder.com/i2/2yAAUHcOXQadFTeGWcj5IeINxFp_wmcb4TLb5U2vJWM/117/303-s-5th-st-champaign-il-primary-photo.jpg,4,4,820,"Controlled Access, On-Site Maintenance, Security System, Furnished Apartments, Secured Parking Area, Elevator, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Ceiling Fans, Smoke Free, Wired for Cable, Intercom System, Dishwasher, Garbage Disposal, Granite Counters, Stainless Steel Appliances, Microwave, Oven, Stove, Refrigerator, Wood Flooring, Ceramic Tile Flooring, Skylight, Walk-In Closets, Furnished, Balcony, Patio",303 S 5th St_4b4b,"303 S 5th St, Champaign, IL 61820",40.11419,-88.23246
314 E Clark St_3b3b,4,(217) 305-7689,https://image2.apartmentfinder.com/i2/1BQuqO20nKh2ty4UwvECZTymkcsaLS01OGj74ijq2ts/117/314-e-clark-st-champaign-il-primary-photo.jpg,3,3,750,"On-Site Maintenance, Furnished Apartments, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Ceiling Fans, Smoke Free, Wired for Cable, Bathtub/Shower, Intercom System, Decorative Mirrors, Dishwasher, Garbage Disposal, Granite Counters, Stainless Steel Appliances, Kitchen, Microwave, Oven, Stove, Refrigerator, Wood Flooring, Ceramic Tile Flooring, Furnished, Loft-Style Apartment, Balcony",314 E Clark St_3b3b,"314 E Clark St, Champaign, IL 61820",40.11556,-88.23385
Lincolnshire Townhomes_2b1b,4,(844) 291-6497,https://image4.apartmentfinder.com/i2/kdPOw-lXmGJGwLWnIiKRN6K6FTietX9oS6hDtto_VvM/117/lincolnshire-townhomes-champaign-il-primary-photo.jpg,2,1,830,"Laundry Facitlity, Self-Service Laundry, Available 24/7, Courtyard, BBQ Grill, Picnic Area, Washer/Dryer, Washer/Dryer Hookup, A/C, Heating, Ceiling Fans, Smoke Free, Wired for Cable, Bathtub/Shower, Dishwasher, Garbage Disposal, Kitchen, Oven, Stove, Refrigerator, Freezer, Patio, Yard, Lawn, Garden",Lincolnshire Townhomes_2b1b,"1406-1521 Lincolnshire Dr, Champaign, IL 61821",40.09748,-88.26984
48 E John St_4b2b,4,(844) 851-2139,https://image3.apartmentfinder.com/i2/XZq7a3Se2RlK1uCRSW5G7zQ0EMWmO1ySLyLlEiIOM7I/117/48-e-john-st-champaign-il-primary-photo.jpg,4,2,800,"High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Balcony, Patio",48 E John St_4b2b,"48 E John St, Champaign, IL 61820",40.1093,-88.23995
Burnham310_3b3b,5,(217) 305-4621,https://image3.apartmentfinder.com/i2/khiGndof3M03QP6_uRUMUm0Btxz86pFTkFum8fJVfZE/117/burnham310-champaign-il-primary-photo.jpg,3,3,835,"10-Foot Ceilings, Full-Service Grocery On Site, Fully Renovated Apartments For Fall 2017, Oversized Windows, Scooter Storage, The Only Pet-Friendly High-Rise In town, Wireless Two-Story Atrium Lounges, Package Service, Controlled Access, On-Site Property Manager, Furnished Apartments, On-Site Shopping, Recycling Program, Elevator, Clubhouse, Tanning Salon, Fitness Center, Bicycle Storage, Activity Center, Theater/Media Center, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Smoke Free, Wired for Cable, Bathtub/Shower, Sprinkler System, Wheelchair Accessible, Dishwasher, Ice Machine, Granite Counters, Stainless Steel Appliances, Dine-In Kitchen, Kitchen, Microwave, Oven, Stove, Refrigerator, Freezer, Wood Flooring, Carpeting, Furnished",Burnham310_3b3b,"310 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23474
606 E White St_3b3b,4,(217) 305-7759,https://image4.apartmentfinder.com/i2/CHqkQkEt02CPboCkMXszdvx-vpr-76R6bFIkQuFaC5o/117/606-e-white-st-champaign-il-primary-photo.jpg,3,3,780,"Controlled Access, On-Site Maintenance, Elevator, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Ceiling Fans, Smoke Free, Wired for Cable, Bathtub/Shower, Intercom System, Decorative Mirrors, Dishwasher, Garbage Disposal, Granite Counters, Stainless Steel Appliances, Kitchen, Microwave, Oven, Refrigerator, Wood Flooring, Ceramic Tile Flooring, Furnished, Loft-Style Apartment, Balcony",606 E White St_3b3b,"606 E White St, Champaign, IL 61820",40.11476,-88.22968
Campus Center_4b1b,5,(217) 305-7809,https://image4.apartmentfinder.com/i2/KfKGefd03imv4mT_dLAuqZUhxyED7nlquRjxSWJfqIc/117/campus-center-champaign-il-primary-photo.jpg,4,1,370,"Washer/Dryer, Dishwasher, Garbage Disposal, Granite Counters",Campus Center_4b1b,"601 S 6th St, Champaign, IL 61820",40.11127,-88.23071
106 E Armory Ave_4b3b,5,(217) 305-4573,https://image2.apartmentfinder.com/i2/sAP_ms0QPkhY3dJVfou-ULuL6VMRk2yMUXlSGM-0qg8/117/106-e-armory-ave-champaign-il-primary-photo.jpg,4,3,2800,"Washer/Dryer, Dishwasher, Granite Counters, Stainless Steel Appliances, Microwave, Refrigerator, Balcony",106 E Armory Ave_4b3b,"106 E Armory Ave, Champaign, IL 61820",40.10565,-88.23796
51 E Green St_2b1b,4,(844) 877-7072,https://image2.apartmentfinder.com/i2/3Iq0IqOzHywwxUxwwiDUNSYsCOibdllLn4wVZKdXDVc/117/51-e-green-st-champaign-il-primary-photo.jpg,2,1,1160,"High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Microwave, Balcony, Patio",51 E Green St_2b1b,"51 E Green St, Champaign, IL 61820",40.10993,-88.23991
Champaign House_3b1.5b,4,(217) 318-3743,https://image3.apartmentfinder.com/i2/cjBsOHuj1uqBygX1XFWqrSlHo2lnpYrTRRCDo_QS6Qo/117/champaign-house-champaign-il-champaign-house-apartments.jpg,3,1.5,799,"Self-Service Laundry, Pet Park, Picnic Area, Fitness Center, Swimming Pool, High Speed Internet, A/C, Smoke Free, Dishwasher, Kitchen, Oven, Refrigerator, Balcony",Champaign House_3b1.5b,"1507-1517 Kirby Ave, Champaign, IL 61821",40.09775,-88.27157
The Tower at 3rd_2b1b,5,(844) 297-1185,https://image3.apartmentfinder.com/i2/utfDsR39jfP0fVHtFC5PeV5Sz0o7UFbzgHaWkuinlWE/117/the-tower-at-3rd-champaign-il-primary-photo.jpg,2,1,699,"Self-Service Laundry, On-Site Property Manager, Courtesy Patrol, Furnished Apartments, Social Events, Business Center, Tanning Salon, Fitness Center, Activity Center, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Wired for Cable, Sprinkler System, Wheelchair Accessible, Dishwasher, Microwave, Stove",The Tower at 3rd_2b1b,"302 E John St, Champaign, IL 61820",40.10934,-88.2349
UIUC Campustown - 515 Bash_3b1.5b,4,(844) 841-5216,https://image1.apartmentfinder.com/i2/iY3QJmsWfHkc53gN5FICIrw9bTyuEgNVnwYGSFrIc1Y/117/uiuc-campustown---515-bash-champaign-il-primary-photo.jpg,3,1.5,549,"Heating, Kitchen, Oven, Stove",UIUC Campustown - 515 Bash_3b1.5b,"515 Bash Ct, Champaign, IL 61820",40.11206,-88.23098
Lando Place_2b1b,4,(217) 866-0335,https://image2.apartmentfinder.com/i2/1KclTqbsPZRRQQm75BZiYkAkRie5LSilxvLfK_VWUrs/117/lando-place-champaign-il-primary-photo.jpg,2,1,1090,"High Speed Internet, Washer/Dryer, Ceiling Fans, Dishwasher, Garbage Disposal, Kitchen, Microwave",Lando Place_2b1b,"707 S 6th St, Champaign, IL 61820",40.10973,-88.23063
208-210 E White St_3b1b,3,(844) 810-3077,https://image3.apartmentfinder.com/i2/2Ncs2doJD5mIU1e21O2Mcum79xY9haP7RJB-C5FIFDc/117/208-210-e-white-st-champaign-il-primary-photo.jpg,3,1,899,"Self-Service Laundry, Heating, Dishwasher, Kitchen, Oven, Refrigerator",208-210 E White St_3b1b,"208-210 E White St, Champaign, IL 61820",40.11469,-88.23607
