name,cond_bed,cond_bath,cond_rent,cond_amen,addr_pin,addr_longi,addr_lati,apt_rating,apt_contact,apt_image
509 N Willis Ave_1b1b,1,1,650,,"509 N Willis Ave, Champaign, IL 61821",40.12105,-88.26074,0,(217) 359-6400,0
,,,,,,,,,,
606 W Healey_1b1b,1,1,500,,"606 W Healey St, Champaign, IL 61820",40.11194,-88.25245,0,(217) 359-6400,0
,,,,,,,,,,
201 S Elm St_2b1b,2,1,850,,"201 S Elm St, Champaign, IL 61820",40.11512,-88.25046,0,(217) 359-6400,0
,,,,,,,,,,
811 Ventura Rd_3b2b,3,2,1225,"A/C, Dishwasher","811 Ventura Rd, Champaign, IL 61820",40.09652,-88.25706,0,(217) 384-8001,0
,,,,,,,,,,
210 Brookwood Dr_2b1b,2,1,750,"Washer/Dryer Hookup, Wired for Cable, Stove, Refrigerator, Wood Flooring, Yard","210 Brookwood Dr, Champaign, IL 61820",40.13066,-88.24607,0,(217) 352-5509,0
,,,,,,,,,,
5 Villard Ct_2b1b,2,1,725,"Washer/Dryer Hookup, A/C, Wood Flooring","5 Villard Ct, Champaign, IL 61820",40.10836,-88.24568,0,(217) 419-7831,0
,,,,,,,,,,
407 W White_2b1b,2,1,750,"A/C, Dishwasher","407 W White St, Champaign, IL 61820",40.11382,-88.24939,0,(217) 384-8001,0
,,,,,,,,,,
312 W Columbia_2b1b,2,1,995,,"312 W Columbia Ave, Champaign, IL 61820",40.1214,-88.24823,0,(217) 359-6400,0
,,,,,,,,,,
306 N Fair St_2b1b,2,1,930,,"306 N Fair St, Champaign, IL 61821",40.11879,-88.27223,0,(217) 607-0432,0
,,,,,,,,,,
1505 Westfield Dr_3b1b,3,1,930,,"1505 Westfield Dr, Champaign, IL 61821",40.09923,-88.2902,0,(217) 607-0432,0
,,,,,,,,,,
310 N James_2b1b,2,1,725,,"310 N James St, Champaign, IL 61821",40.11917,-88.26481,0,(217) 384-8001,0
,,,,,,,,,,
3786 Thornhill Cir_2b2b,2,2,1120,,"3786 Thornhill Cir, Champaign, IL 61822",40.10783,-88.30797,0,(217) 607-0432,0
,,,,,,,,,,
312 W Columbia_1b1b,1,1,750,,"312 W Columbia Ave, Champaign, IL 61820",40.1214,-88.24823,0,(217) 359-6400,0
,,,,,,,,,,
201 S Elm St_1b1b,1,1,800,,"201 S Elm St, Champaign, IL 61820",40.11512,-88.25046,0,(217) 359-6400,0
,,,,,,,,,,
614 Pomona Dr_3b2b,3,2,1295,,"614 Pomona Dr, Champaign, IL 61822",40.12362,-88.29311,0,(217) 607-0432,0
,,,,,,,,,,
301 S Garfield Ave_3b1b,3,1,850,"Self-Service Laundry, Wired for Cable, Stove, Refrigerator","301 S Garfield Ave, Champaign, IL 61821",40.11437,-88.26947,0,(217) 352-5509,0
,,,,,,,,,,
1212 Centennial Dr_3b1b,3,1,820,"A/C, Wired for Cable, Dishwasher, Stove, Refrigerator, Yard","1212 Centennial Dr, Champaign, IL 61821",40.10177,-88.29052,0,(217) 352-5509,0
,,,,,,,,,,
906 N Willis Ave_3b1b,3,1,895,"Washer/Dryer Hookup, Stove, Refrigerator, Wood Flooring","906 N Willis Ave, Champaign, IL 61821",40.12505,-88.25984,0,(217) 352-5509,0
,,,,,,,,,,
303 S 5th St_4b4b,4,4,820,"Controlled Access, On-Site Maintenance, Security System, Furnished Apartments, Secured Parking Area, Elevator, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Ceiling Fans, Smoke Free, Wired for Cable, Intercom System, Dishwasher, Garbage Disposal, Granite Counters, Stainless Steel Appliances, Microwave, Oven, Stove, Refrigerator, Wood Flooring, Ceramic Tile Flooring, Skylight, Walk-In Closets, Furnished, Balcony, Patio","303 S 5th St, Champaign, IL 61820",40.11419,-88.23246,5,(217) 383-0919,0
,,,,,,,,,,
314 E Clark St_3b3b,3,3,750,"On-Site Maintenance, Furnished Apartments, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Ceiling Fans, Smoke Free, Wired for Cable, Bathtub/Shower, Intercom System, Decorative Mirrors, Dishwasher, Garbage Disposal, Granite Counters, Stainless Steel Appliances, Kitchen, Microwave, Oven, Stove, Refrigerator, Wood Flooring, Ceramic Tile Flooring, Furnished, Loft-Style Apartment, Balcony","314 E Clark St, Champaign, IL 61820",40.11556,-88.23385,4,(217) 305-7689,0
,,,,,,,,,,
Lincolnshire Townhomes_2b1b,2,1,830,"Laundry Facitlity, Self-Service Laundry, Available 24/7, Courtyard, BBQ Grill, Picnic Area, Washer/Dryer, Washer/Dryer Hookup, A/C, Heating, Ceiling Fans, Smoke Free, Wired for Cable, Bathtub/Shower, Dishwasher, Garbage Disposal, Kitchen, Oven, Stove, Refrigerator, Freezer, Patio, Yard, Lawn, Garden","1406-1521 Lincolnshire Dr, Champaign, IL 61821",40.09748,-88.26984,4,(844) 291-6497,0
,,,,,,,,,,
48 E John St_4b2b,4,2,800,"High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Balcony, Patio","48 E John St, Champaign, IL 61820",40.1093,-88.23995,4,(844) 851-2139,0
,,,,,,,,,,
Burnham310_3b3b,3,3,835,"10-Foot Ceilings, Full-Service Grocery On Site, Fully Renovated Apartments For Fall 2017, Oversized Windows, Scooter Storage, The Only Pet-Friendly High-Rise In town, Wireless Two-Story Atrium Lounges, Package Service, Controlled Access, On-Site Property Manager, Furnished Apartments, On-Site Shopping, Recycling Program, Elevator, Clubhouse, Tanning Salon, Fitness Center, Bicycle Storage, Activity Center, Theater/Media Center, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Smoke Free, Wired for Cable, Bathtub/Shower, Sprinkler System, Wheelchair Accessible, Dishwasher, Ice Machine, Granite Counters, Stainless Steel Appliances, Dine-In Kitchen, Kitchen, Microwave, Oven, Stove, Refrigerator, Freezer, Wood Flooring, Carpeting, Furnished","310 E Springfield Ave, Champaign, IL 61820",40.11287,-88.23474,5,(217) 305-4621,0
,,,,,,,,,,
606 E White St_3b3b,3,3,780,"Controlled Access, On-Site Maintenance, Elevator, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Ceiling Fans, Smoke Free, Wired for Cable, Bathtub/Shower, Intercom System, Decorative Mirrors, Dishwasher, Garbage Disposal, Granite Counters, Stainless Steel Appliances, Kitchen, Microwave, Oven, Refrigerator, Wood Flooring, Ceramic Tile Flooring, Furnished, Loft-Style Apartment, Balcony","606 E White St, Champaign, IL 61820",40.11476,-88.22968,4,(217) 305-7759,0
,,,,,,,,,,
Campus Center_4b1b,4,1,370,"Washer/Dryer, Dishwasher, Garbage Disposal, Granite Counters","601 S 6th St, Champaign, IL 61820",40.11127,-88.23071,5,(217) 305-7809,0
,,,,,,,,,,
106 E Armory Ave_4b3b,4,3,2800,"Washer/Dryer, Dishwasher, Granite Counters, Stainless Steel Appliances, Microwave, Refrigerator, Balcony","106 E Armory Ave, Champaign, IL 61820",40.10565,-88.23796,5,(217) 305-4573,0
,,,,,,,,,,
51 E Green St_2b1b,2,1,1160,"High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Microwave, Balcony, Patio","51 E Green St, Champaign, IL 61820",40.10993,-88.23991,4,(844) 877-7072,0
,,,,,,,,,,
Champaign House_3b1.5b,3,1.5,799,"Self-Service Laundry, Pet Park, Picnic Area, Fitness Center, Swimming Pool, High Speed Internet, A/C, Smoke Free, Dishwasher, Kitchen, Oven, Refrigerator, Balcony","1507-1517 Kirby Ave, Champaign, IL 61821",40.09775,-88.27157,4,(217) 318-3743,0
,,,,,,,,,,
University Place Apartments_1b1b,1,1,1040,,"610 E Springfield Ave, Champaign, IL 61820",40.11289,-88.22937,4,(217) 305-7367,0
,,,,,,,,,,
The Tower at 3rd_2b1b,2,1,699,"Self-Service Laundry, On-Site Property Manager, Courtesy Patrol, Furnished Apartments, Social Events, Business Center, Tanning Salon, Fitness Center, Activity Center, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Wired for Cable, Sprinkler System, Wheelchair Accessible, Dishwasher, Microwave, Stove","302 E John St, Champaign, IL 61820",40.10934,-88.2349,5,(844) 297-1185,0
,,,,,,,,,,
UIUC Campustown - 515 Bash_3b1.5b,3,1.5,549,"Heating, Kitchen, Oven, Stove","515 Bash Ct, Champaign, IL 61820",40.11206,-88.23098,4,(844) 841-5216,0
,,,,,,,,,,
Lando Place_2b1b,2,1,1090,"High Speed Internet, Washer/Dryer, Ceiling Fans, Dishwasher, Garbage Disposal, Kitchen, Microwave","707 S 6th St, Champaign, IL 61820",40.10973,-88.23063,4,(217) 866-0335,0
,,,,,,,,,,
208-210 E White St_3b1b,3,1,899,"Self-Service Laundry, Heating, Dishwasher, Kitchen, Oven, Refrigerator","208-210 E White St, Champaign, IL 61820",40.11469,-88.23607,3,(844) 810-3077,0
,,,,,,,,,,
The Village_1b1b,1,1,780,,"601-607 E White St, Champaign, IL 61820",40.1141,-88.22987,4,(217) 305-7073,0
,,,,,,,,,,
Armory Manor_0b1b,0,1,510,,"307 E Armory Ave, Champaign, IL 61820",40.1052,-88.23471,4,(217) 305-7089,0
,,,,,,,,,,
HERE Apartments_4b4b,4,4,839,"*GUS Modern Furniture, 24/7 Valet Parking Garage, 32"" TVs in BR - Penthouse Levels, 50"" Flat Screen TVs, 50"" SMART TVs in LR- Penthouse Levels, 50"" TVs - Living Space of Every Unit, Bike Storage, BOWLING ALLEY, Club and Game Room, Euro-Style Cabinetry, Extended Cable Pkg - Incl: HBO, Big 10, Fitness Center with Cardio, Weight and Crossfit Training Equipment, Glass Shower, Glass Shower/Tub Doors, Golf Simulator, Granite Countertops, Gus* Modern Furniture, Hardwood Style Floors, Hardwood-Style Floors, Independent Study Rooms, Individual Leases, In-Unit Washer/Dryers, Modern, Designer Plumbing and Lighting Fixtures, Movie Theater, Onsite Management, Oversize Hot Tub & Sauna, Secure Electronic Fob Access, Social Cafe- Coffee Lounge, Stainless Steel Appliances, State-of-the-Art Fitness Center, Study Lounge and Individual Study Rooms, Tanning Beds - Stand-up & Laydown, Tiled Shower Walls and Bathroom Floors, Tiled Shower Walls/Floor, Walk to Class: 87/100 Walkscore, Package Service, Community Wi-Fi Available, Controlled Access, On-Site Maintenance, On-Site Property Manager, Security System, Concierge, Courtesy Patrol, Video Patrol, Available 24/7, Furnished Apartments, ATM Banking, Recycling Program, Renters Insurance Program, Online Services, LEED Certification, Energy Star Certified, Social Events, Secured Parking Area, Elevator, Business Center, Clubhouse, Lounge, Flex Space, Trash Chutes, Café, Meeting Center, Executive Housing, Tanning Salon, Rooftop Access, Sundeck, Courtyard, BBQ Grill, Picnic Area, Fitness Center, Fitness Plans, Workout Center, Cardio Machines, Free Weight Equipment, Weightlifting Equipment, Sauna, Bicycle Storage, Putting Greens, Gaming Areas, Theater/Media Center, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Smoke Free, Bathtub/Shower, Intercom System, Sprinkler System, Wheelchair Accessible, Dishwasher, Garbage Disposal, Ice Machine, Granite Counters, Stainless Steel Appliances, Kitchen with Island, Kitchen, Microwave, Oven, Stove, Refrigerator, Freezer, Wood Flooring, Ceramic Tile Flooring, Recreation Room, Vaulted Ceiling, Room with Views, Linen Closet, Loft-Style Apartment, Energy-Efficient Windows, Window Coverings, Accent Walls, BBQ Area, Outdoor Grill","308 E Green St, Champaign, IL 61820",40.11044,-88.23386,5,(217) 764-8138,0
,,,,,,,,,,
Douglass Square Apartments_1b1b,1,1,590,"Self-Service Laundry, On-Site Property Manager, Clubhouse, Playground, A/C, Heating, Dishwasher, Kitchen, Oven, Carpeting","414 Nathaniel Burch Dr, Champaign, IL 61820",40.12818,-88.23254,5,(844) 709-1011,0
,,,,,,,,,,
Douglass Square Apartments_1b1b,1,1,590,"Self-Service Laundry, On-Site Property Manager, Clubhouse, Playground, A/C, Heating, Dishwasher, Kitchen, Oven, Carpeting","414 Nathaniel Burch Dr, Champaign, IL 61820",40.12818,-88.23254,5,(844) 709-1011,0
,,,,,,,,,,
101 E Daniel St_4b2b,4,2,0,,"101 E Daniel St, Champaign, IL 61820",40.10762,-88.23845,4,(217) 305-7127,0
,,,,,,,,,,
808 S Oak St_4b2b,4,2,0,,"808 S Oak St, Champaign, IL 61820",40.10851,-88.24115,3,(217) 903-4509,0
,,,,,,,,,,
808 S Oak St_4b2b,4,2,0,,"808 S Oak St, Champaign, IL 61820",40.10851,-88.24115,3,(217) 903-4509,0
,,,,,,,,,,
205 S 6th St_4b2b,4,2,0,,"205 S 6th St, Champaign, IL 61820",40.11473,-88.23064,4,(217) 903-4397,0
,,,,,,,,,,
205 S 6th St_4b2b,4,2,0,,"205 S 6th St, Champaign, IL 61820",40.11473,-88.23064,4,(217) 903-4397,0
,,,,,,,,,,
205 S 6th St_4b2b,4,2,0,,"205 S 6th St, Champaign, IL 61820",40.11473,-88.23064,4,(217) 903-4397,0
,,,,,,,,,,
Midway_3b1b,3,1,1980,"High Speed Internet, Washer/Dryer, A/C, Heating, Granite Counters, Stainless Steel Appliances, Oven, Refrigerator","901 S 4th St, Champaign, IL 61820",40.10773,-88.23376,5,(217) 689-2473,0
,,,,,,,,,,
Midway_3b1b,3,1,1980,"High Speed Internet, Washer/Dryer, A/C, Heating, Granite Counters, Stainless Steel Appliances, Oven, Refrigerator","901 S 4th St, Champaign, IL 61820",40.10773,-88.23376,5,(217) 689-2473,0
,,,,,,,,,,
Midway_3b1b,3,1,1980,"High Speed Internet, Washer/Dryer, A/C, Heating, Granite Counters, Stainless Steel Appliances, Oven, Refrigerator","901 S 4th St, Champaign, IL 61820",40.10773,-88.23376,5,(217) 689-2473,0
,,,,,,,,,,
Midway_3b1b,3,1,1980,"High Speed Internet, Washer/Dryer, A/C, Heating, Granite Counters, Stainless Steel Appliances, Oven, Refrigerator","901 S 4th St, Champaign, IL 61820",40.10773,-88.23376,5,(217) 689-2473,0
,,,,,,,,,,
Illini Manor_1b1b,1,1,1445,"Self-Service Laundry, Furnished Apartments, Recycling Program, BBQ Grill, Wi-Fi, A/C, Granite Counters, Carpeting","401 E Chalmers St, Champaign, IL 61820",40.10663,-88.23306,4,(844) 286-9002,0
,,,,,,,,,,
107 E Springfield Ave_4b2b,4,2,2995,"Self-Service Laundry, Fitness Center, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Balcony","107 E Springfield Ave, Champaign, IL 61820",40.11233,-88.23777,3,(844) 870-9976,0
,,,,,,,,,,
107 E Springfield Ave_4b2b,4,2,2995,"Self-Service Laundry, Fitness Center, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Balcony","107 E Springfield Ave, Champaign, IL 61820",40.11233,-88.23777,3,(844) 870-9976,0
,,,,,,,,,,
408 E Healey St_4b2b,4,2,2995,"Elevator, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Kitchen, Microwave, Stove, Balcony, Patio","408 E Healey St, Champaign, IL 61820",40.11165,-88.2331,4,(844) 872-7490,0
,,,,,,,,,,
408 E Healey St_4b2b,4,2,2995,"Elevator, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Kitchen, Microwave, Stove, Balcony, Patio","408 E Healey St, Champaign, IL 61820",40.11165,-88.2331,4,(844) 872-7490,0
,,,,,,,,,,
408 E Healey St_4b2b,4,2,2995,"Elevator, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Kitchen, Microwave, Stove, Balcony, Patio","408 E Healey St, Champaign, IL 61820",40.11165,-88.2331,4,(844) 872-7490,0
,,,,,,,,,,
408 E Healey St_4b2b,4,2,2995,"Elevator, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Kitchen, Microwave, Stove, Balcony, Patio","408 E Healey St, Champaign, IL 61820",40.11165,-88.2331,4,(844) 872-7490,0
,,,,,,,,,,
408 E Healey St_4b2b,4,2,2995,"Elevator, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Kitchen, Microwave, Stove, Balcony, Patio","408 E Healey St, Champaign, IL 61820",40.11165,-88.2331,4,(844) 872-7490,0
,,,,,,,,,,
408 E Healey St_4b2b,4,2,2995,"Elevator, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Dishwasher, Kitchen, Microwave, Stove, Balcony, Patio","408 E Healey St, Champaign, IL 61820",40.11165,-88.2331,4,(844) 872-7490,0
,,,,,,,,,,
Skylight Court_3b2b,3,2,9000,"24-Hour Emergency Maintenance, Central A/C, Intercoms, Stainless Steel Appliances, On-Site Maintenance, Elevator, High Speed Internet, Washer/Dryer, A/C, Ceiling Fans, Intercom System, Dishwasher, Microwave, Wood Flooring, Window Coverings, Balcony","410 E Green St, Champaign, IL 61820",40.11063,-88.23232,4,(217) 305-7713,0
,,,,,,,,,,
Skylight Court_3b2b,3,2,9000,"24-Hour Emergency Maintenance, Central A/C, Intercoms, Stainless Steel Appliances, On-Site Maintenance, Elevator, High Speed Internet, Washer/Dryer, A/C, Ceiling Fans, Intercom System, Dishwasher, Microwave, Wood Flooring, Window Coverings, Balcony","410 E Green St, Champaign, IL 61820",40.11063,-88.23232,4,(217) 305-7713,0
,,,,,,,,,,
309 Green_4b2b,4,2,1445,"Community Wi-Fi Available, Controlled Access, On-Site Property Manager, Door Attendant, Courtesy Patrol, Furnished Apartments, Elevator, Clubhouse, Fitness Center, Spa, Swimming Pool, Bicycle Storage, High Speed Internet, Wi-Fi, Washer/Dryer, A/C, Heating, Smoke Free, Wired for Cable, Wheelchair Accessible, Dishwasher, Garbage Disposal, Ice Machine, Granite Counters, Stainless Steel Appliances, Dine-In Kitchen, Kitchen, Microwave, Refrigerator, Wood Flooring, Balcony","309 E Green St, Champaign, IL 61820",40.10997,-88.23433,5,(844) 507-1303,0
,,,,,,,,,,
Park Place Tower_4b2.5b,4,2.5,1445,"Beautiful Furnishings, Ceramice top stoves and designer counterrops, Custom Bath, Expansive Windows, Jacuzzi tub, Controlled Access, On-Site Property Manager, Security System, Video Patrol, Available 24/7, Recycling Program, High Speed Internet, Washer/Dryer, A/C, Smoke Free, Sprinkler System, Dishwasher, Garbage Disposal, Granite Counters, Kitchen, Microwave, Stove, Refrigerator, Balcony","202 E Green St, Champaign, IL 61820",40.11074,-88.23666,4,(217) 305-7532,0
,,,,,,,,,,
1107 S 2nd St_4b2b,4,2,1445,"24-Hour Emergency Maintenance, Central A/C and Heat, Ceramic Cooktop Stoves, Designer Countertops, Intercoms, Microhood, On-Site Maintenance, High Speed Internet, A/C, Heating, Intercom System, Dishwasher, Microwave, Oven, Stove, Window Coverings","1107 S 2nd St, Champaign, IL 61820",40.10459,-88.23785,3,(217) 305-7707,0
,,,,,,,,,,
1107 S 2nd St_4b2b,4,2,1445,"24-Hour Emergency Maintenance, Central A/C and Heat, Ceramic Cooktop Stoves, Designer Countertops, Intercoms, Microhood, On-Site Maintenance, High Speed Internet, A/C, Heating, Intercom System, Dishwasher, Microwave, Oven, Stove, Window Coverings","1107 S 2nd St, Champaign, IL 61820",40.10459,-88.23785,3,(217) 305-7707,0
,,,,,,,,,,
1107 S 2nd St_4b2b,4,2,1445,"24-Hour Emergency Maintenance, Central A/C and Heat, Ceramic Cooktop Stoves, Designer Countertops, Intercoms, Microhood, On-Site Maintenance, High Speed Internet, A/C, Heating, Intercom System, Dishwasher, Microwave, Oven, Stove, Window Coverings","1107 S 2nd St, Champaign, IL 61820",40.10459,-88.23785,3,(217) 305-7707,0
,,,,,,,,,,
1107 S 2nd St_4b2b,4,2,1445,"24-Hour Emergency Maintenance, Central A/C and Heat, Ceramic Cooktop Stoves, Designer Countertops, Intercoms, Microhood, On-Site Maintenance, High Speed Internet, A/C, Heating, Intercom System, Dishwasher, Microwave, Oven, Stove, Window Coverings","1107 S 2nd St, Champaign, IL 61820",40.10459,-88.23785,3,(217) 305-7707,0
,,,,,,,,,,
316 Cedar_2b1b,2,1,1445,"Self-Service Laundry, A/C","316 Cedar St, Champaign, IL 61820",40.0992,-88.2484,3,(217) 305-7078,0
,,,,,,,,,,
503 E Springfield_2b2b,2,2,1445,"Washer/Dryer, A/C, Dishwasher, Garbage Disposal","503 W Springfield Ave, Champaign, IL 61820",40.1124,-88.25058,4,(217) 305-7712,0
,,,,,,,,,,
503 E Springfield_2b2b,2,2,1445,"Washer/Dryer, A/C, Dishwasher, Garbage Disposal","503 W Springfield Ave, Champaign, IL 61820",40.1124,-88.25058,4,(217) 305-7712,0
,,,,,,,,,,
503 E Springfield_2b2b,2,2,1445,"Washer/Dryer, A/C, Dishwasher, Garbage Disposal","503 W Springfield Ave, Champaign, IL 61820",40.1124,-88.25058,4,(217) 305-7712,0
,,,,,,,,,,
202 E Chalmers St_4b3b,4,3,1980,"Self-Service Laundry, Available 24/7, Furnished Apartments, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Oven, Refrigerator, Bay Window, Balcony, Patio","202 E Chalmers St, Champaign, IL 61820",40.10701,-88.23683,4,(844) 811-3182,0
,,,,,,,,,,
Armory Place_4b2b,4,2,2995,"Self-Service Laundry, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Bay Window, Balcony","52 E Armory Ave, Champaign, IL 61820",40.1059,-88.23979,4,(844) 890-8285,0
,,,,,,,,,,
Armory Place_4b2b,4,2,2995,"Self-Service Laundry, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Bay Window, Balcony","52 E Armory Ave, Champaign, IL 61820",40.1059,-88.23979,4,(844) 890-8285,0
,,,,,,,,,,
Armory Place_4b2b,4,2,2995,"Self-Service Laundry, High Speed Internet, A/C, Smoke Free, Dishwasher, Microwave, Bay Window, Balcony","52 E Armory Ave, Champaign, IL 61820",40.1059,-88.23979,4,(844) 890-8285,0
,,,,,,,,,,
57 E Chalmers St_4b2b,4,2,2995,"Self-Service Laundry, A/C, Dishwasher, Microwave, Balcony, Patio","57 E Chalmers St, Champaign, IL 61820",40.10607,-88.23947,0,(844) 852-0380,0
,,,,,,,,,,
213 W Green St_2b2b,2,2,1445,"High Speed Internet, Washer/Dryer, Bathtub/Shower, Stainless Steel Appliances, Balcony","213 W Green St, Champaign, IL 61820",40.10994,-88.24655,5,(217) 305-4534,0
,,,,,,,,,,
903-909 S Locust St_4b2b,4,2,1445,"Self-Service Laundry, A/C, Dishwasher, Microwave, Balcony, Patio","903-909 S Locust St, Champaign, IL 61820",40.10754,-88.24067,0,(844) 852-0383,0
,,,,,,,,,,
UIUC Campustown - 309 Daniel_4b1b,4,1,1445,"Heating, Bathtub/Shower, Kitchen, Oven, Stove","309-311 E Daniel St, Champaign, IL 61820",40.1077,-88.23425,4,(844) 259-2415,0
,,,,,,,,,,
UIUC Campustown - 309 Daniel_4b1b,4,1,1445,"Heating, Bathtub/Shower, Kitchen, Oven, Stove","309-311 E Daniel St, Champaign, IL 61820",40.1077,-88.23425,4,(844) 259-2415,0
,,,,,,,,,,
UIUC Campustown - 913 S Third_3b1.5b,3,1.5,1445,,"913 S 3rd St, Champaign, IL 61820",40.10769,-88.23571,4,(844) 435-7147,0
,,,,,,,,,,
505 E Healey St_5b2b,5,2,1445,"Controlled Access, Washer/Dryer","505 E Healey St, Champaign, IL 61820",40.11115,-88.23138,4,(217) 305-7372,0
,,,,,,,,,,
505 E Healey St_5b2b,5,2,1445,"Controlled Access, Washer/Dryer","505 E Healey St, Champaign, IL 61820",40.11115,-88.23138,4,(217) 305-7372,0
,,,,,,,,,,
Green Street Towers_4b4b,4,4,1445,"Security System, Furnished Apartments, Recycling Program, Elevator, Lounge, Courtyard, Fitness Center, High Speed Internet, Washer/Dryer, A/C, Bathtub/Shower, Dishwasher, Garbage Disposal, Ice Machine, Granite Counters, Kitchen, Microwave, Oven, Refrigerator, Carpeting, Ceramic Tile Flooring, Balcony, Patio","616 E Green St, Champaign, IL 61820",40.11048,-88.22954,4,(217) 305-7106,0
,,,,,,,,,,
Green Street Towers_4b4b,4,4,1445,"Security System, Furnished Apartments, Recycling Program, Elevator, Lounge, Courtyard, Fitness Center, High Speed Internet, Washer/Dryer, A/C, Bathtub/Shower, Dishwasher, Garbage Disposal, Ice Machine, Granite Counters, Kitchen, Microwave, Oven, Refrigerator, Carpeting, Ceramic Tile Flooring, Balcony, Patio","616 E Green St, Champaign, IL 61820",40.11048,-88.22954,4,(217) 305-7106,0
,,,,,,,,,,
507 E Clark St_1b1b,1,1,1445,,"507 E Clark St, Champaign, IL 61820",40.11518,-88.23115,4,(217) 305-7088,0
,,,,,,,,,,
507 E Clark St_1b1b,1,1,1445,,"507 E Clark St, Champaign, IL 61820",40.11518,-88.23115,4,(217) 305-7088,0
,,,,,,,,,,
507 E Clark St_1b1b,1,1,1445,,"507 E Clark St, Champaign, IL 61820",40.11518,-88.23115,4,(217) 305-7088,0
,,,,,,,,,,
507 E Clark St_1b1b,1,1,1445,,"507 E Clark St, Champaign, IL 61820",40.11518,-88.23115,4,(217) 305-7088,0
,,,,,,,,,,
408 E Stoughton St_2b1b,2,1,1980,,"408 E Stoughton St, Champaign, IL 61820",40.11373,-88.23261,3,(217) 305-7077,0
,,,,,,,,,,
408 E Stoughton St_2b1b,2,1,1980,,"408 E Stoughton St, Champaign, IL 61820",40.11373,-88.23261,3,(217) 305-7077,0
,,,,,,,,,,
408 E Stoughton St_2b1b,2,1,1980,,"408 E Stoughton St, Champaign, IL 61820",40.11373,-88.23261,3,(217) 305-7077,0
,,,,,,,,,,
408 E Stoughton St_2b1b,2,1,1980,,"408 E Stoughton St, Champaign, IL 61820",40.11373,-88.23261,3,(217) 305-7077,0
,,,,,,,,,,
201 E Healey St_4b2b,4,2,1445,,"201 E Healey St, Champaign, IL 61820",40.1112,-88.23681,4,0,0
,,,,,,,,,,
312 W Washington St_2b1b,2,1,1980,,"312 W Washington St, Champaign, IL 61820",40.12047,-88.24825,4,0,0
,,,,,,,,,,
312 W Washington St_2b1b,2,1,1980,,"312 W Washington St, Champaign, IL 61820",40.12047,-88.24825,4,0,0
,,,,,,,,,,
312 W Washington St_2b1b,2,1,1980,,"312 W Washington St, Champaign, IL 61820",40.12047,-88.24825,4,0,0
,,,,,,,,,,
Chalmers Manor_2b1b,2,1,1980,Washer/Dryer,"105 E Chalmers St, Champaign, IL 61820",40.10628,-88.23797,4,(217) 305-7744,0
,,,,,,,,,,
Chalmers Manor_2b1b,2,1,1980,Washer/Dryer,"105 E Chalmers St, Champaign, IL 61820",40.10628,-88.23797,4,(217) 305-7744,0
,,,,,,,,,,
314 E White St_3b2b,3,2,1445,"Community Wi-Fi Available, On-Site Maintenance, Furnished Apartments, Elevator, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Refrigerator, Ceramic Tile Flooring, Balcony","314 E White St, Champaign, IL 61820",40.11465,-88.23375,5,(217) 305-7726,0
,,,,,,,,,,
314 E White St_3b2b,3,2,1445,"Community Wi-Fi Available, On-Site Maintenance, Furnished Apartments, Elevator, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Refrigerator, Ceramic Tile Flooring, Balcony","314 E White St, Champaign, IL 61820",40.11465,-88.23375,5,(217) 305-7726,0
,,,,,,,,,,
314 E White St_3b2b,3,2,1445,"Community Wi-Fi Available, On-Site Maintenance, Furnished Apartments, Elevator, Washer/Dryer, Ceiling Fans, Satellite TV, Dishwasher, Garbage Disposal, Granite Counters, Microwave, Refrigerator, Ceramic Tile Flooring, Balcony","314 E White St, Champaign, IL 61820",40.11465,-88.23375,5,(217) 305-7726,0
,,,,,,,,,,
